senator_full_name,asset
mike rounds,"Fashion Audio,
LLC
Company: Fashion Audio, LLC (Irvine,
CA) Description: Audio Equipment
Sales"
mike rounds,"Novita,
LLC
Company: Novita, LLC (Brookings,
SD) Description: Agriculture Technology - animal
nutrition production"
mike rounds,"Bird Dog LLU,
LLC
Company: Bird Dog LLU, LLC (Sioux
Falls, SD) Description: Marketing
Company"
mike rounds,"Aeronics,
Inc
Company: Aeronics, Inc (Austin,
TX) Description: Equipment
Manufacturing"
mike rounds,"Roundtable,
LLC

Company: Roundtable, LLC (Fort Pierre,
SD) Description: Farm"
mike rounds,"Roundtable
Farm
Description: Farmland (Lyman County,
SD) Filer comment: (Underlying asset to Roundtable,
LLC)"
mike rounds,"Bird Dog
Hospitality Fund I, LLC

Company: Bird Dog Hospitality Fund I,
LLC (Sioux Falls, SD) Description: Business
Entity which holds underlying assets. Filer comment:
This asset name was previously listed as Bird Dog Hospitality Fund
in last years filing. The asset name was only changed to reflect a
more accurate description"
mike rounds,"Bird Dog
Hospitality I, LLC

Company: Bird Dog Hospitality I, LLC
(Sioux Falls, SD) Description: Business Entity
which holds underlying asset"
mike rounds,"Bird Dog
Hospitality II, LLC

Company: Bird Dog Hospitality II, LLC
(Sioux Falls, SD) Description: Business Entity
which holds underlying asset"
mike rounds,"Bird Dog
Hospitality III, LLC

Company: Bird Dog Hospitality III, LLC
(Sioux Falls, SD) Description: Business Entity
which holds underlying asset"
mike rounds,"Bird Dog
Hospitality IV, LLC

Company: Bird Dog Hospitality IV, LLC
(Sioux Falls, SD) Description: Business Entity
which holds underlying asset"
mike rounds,"Bird Dog
Hospitality V, LLC

Company: Bird Dog Hospitality V, LLC
(Sioux Falls, SD) Description: Business Entity
which holds underlying asset"
mike rounds,"Bird Dog
Hospitality Fund II, LLC

Company: Bird Dog Hospitality Fund II,
LLC (Sioux Falls, SD) Description: Business
Entity which holds underlying asset"
mike rounds,"BDH2 -
Marshall

Company: Bird Dog Hospitality 2 (Sioux
Falls, SD) Description: Business Entity which
holds underlying asset"
mike rounds,"BDH2 -
Valentine

Company: Bird Dog Hospitality 2 (Sioux
Falls, SD) Description: Business Entity which
holds underlying asset"
mike rounds,"BDH2 - New
Ulm

Company: Bird Dog Hospitality 2 (Sioux
Falls, SD) Description: Business Entity which
holds underlying asset"
mike rounds,"BDH2 -
Shoreview

Company: Bird Dog Hospitality 2 (Sioux
Falls, SD) Description: Business Entity which
holds underlying asset"
benjamin l cardin,"Venture BG,
LLC
Company: Venture BG, LLC (Baltimore,
Md) Description: Real Estate Filer
comment: See ""Attachments and Comments""; evaluation based on
cap rate of rental income less debt; Capital Account negative;
income as reflected K1."
benjamin l cardin,"Lansdowne Station
Self Storage, LLC
Company: Lansdowne Station Self
Storage, LLC (Baltimore, Md) Description: Real
Estate Filer comment: See ""Attachments and Comments"";
evaluation based on cap rate of rental income less debt; Capital
Account 0; Income as reflected on K1"
maria cantwell,"Cantwell 2000
Campaign Loan
Company: Cantwell 2000 Campaign
(Seattle, WA) Filer comment: Loan to Senate
Campaign"
charles e grassley,"Farmer's
Cooperative Co.
Description: Cooperative (New Hartford,
Iowa)"
charles e grassley,"Farm Land-all
located in Butler County, Iowa, Beaver Township
Description: Sec. 24, Rng. 15-72 A (New
Hartford, Iowa) Filer comment: Combined Farm Income
for all farmland: $223,956 less expenses $47,617 = $176,339 NET.
Not possible to seperate income by individual farm."
charles e grassley,"Farm Land-all
located in Butler County, Iowa, Beaver Township
Description: Sec. 16, Rng. 15-118 A
(New Hartford, Iowa) Filer comment: See comments in
Item 2 for explanation of Net Income for all farmland. Not possible
to separate income by farm. Land being sold under long-term
contract."
charles e grassley,"Farm Land-All
located in Butler County, Iowa, Beaver Township
Description: Sec. 16, Rng. 15 - 40 A
(New Hartford, Iowa) Filer comment: See comments in
Item 2 for explanation of Net Income for all farmland. Not possible
to separate income by farm. Land being sold by long-term
contract."
charles e grassley,"Farm Land-All
Located in Butler County, Iowa, Beaver Township
Description: Sec. 15, Rng. 15-43 A (New
Hartford, Iowa) Filer comment: See comments in Item 2
for explanation of Net Income for all farmland. Not possible to
separate income by farm. Land being sold under long-term
contract."
charles e grassley,"Farm Land-All
located in Butler County, Iowa, Beaver Township
Description: Sec. 15, Rng. 15-87 A (New
Hartford, Iowa) Filer comment: See comments in Item 2
for explanation of Net Income for all farmland. Not possible to
separate income by farm. Land being sold under long-term
contract"
charles e grassley,"Farm Land-All
located in Butler County, Iowa, Beaver Township
Description: Sec. 34, Rng.15 -114 A
(New Hartford, Iowa) Filer comment: See comments in
Item 2 for explanation of Net Income for all farmland. Not possible
to separate income by farm."
charles e grassley,"Farm Land-All
located in Butler County, Iowa, Beaver Township
Description: Sec. 34 & 35, Rng.
18-120 A (New Hartford, Iowa) Filer comment: See
comments in Item 2 for explanation of Net Income for all farmland.
Not possible to separate income by farm."
charles e grassley,"Farm Land-All
Located in Butler County, Iowa, Beaver Township
Description: Sec. 34, Rng. 15 - 118 A
(New Hartford, Iowa) Filer comment: See comments in
Item 2 for explanation of Net Income for all farmland. Not possible
to separate income by farm."
charles e grassley,"Property Sale - 2
acre Farmstead
Debtor: Robin & Diane
Grassley Filer comment: Sold land on contract. Last
payment on contract received in 2020."
"a. mitchell mcconnell, jr","AMCP Security
Holdings, LP, capital account
Description: N/A (Greenwich,
CT) Filer comment: Final K-1 was received in 2020. No
more value in this."
tina smith,"Accuitive Medical
Ventures, LLC

Company: Accuitive Medical Ventures,
LLC (Duluth, GA) Description: Investment
Company"
tina smith,"AMV Partners I,
LP
Company: AMV Partners I, LP (Duluth,
GA) Description: Medical Device
Company"
roy blunt,"Churchill Coffee
LTD Springfield MO
Company: Churchill Coffee LTD
Springfield MO (Springfield,
MO) Description: Roaster and Retailer of
Coffee"
roy blunt,"Farm
Description: 5 Undeveloped Acres in
Strafford, MO (Strafford, MO)"
roy blunt,"Family
Farm
Description: Farm (Strafford,
MO)"
lisa a murkowski,"Alaska Permanent
Fund Dividend
Description: N/A (N/A,
N/A)"
lisa a murkowski,"Alaska Permanent
Fund Dividend
Description: N/A (N/A,
N/A)"
john hoeven,"Tompson-Hoeven
Partnership

Company: Tompson-Hoeven Partnership
(Bismarck, North Dakota) Description: Montana
Farmland Rental"
john hoeven,"Northwest
Respiratory Services, LLC
Company: Northwest Respiratory
Services, LLC (St Paul,
Minnesota) Description: Respiratory medical
equipment and service provider"
joshua d hawley,"Cowboy Rose Cattle
Company LLC

Company: Cowboy Rose Cattle Company LLC
(Folsom, NM) Description: Ranch-agriculture and
livestock Filer comment: Spouse holds one-third
interest."
joshua d hawley,"Winecup
Ranch
Description: Ranch-agriculture and
livestock (Folsom, NM) Filer comment: Spouse holds
1/3 interest in this asset. Asset value is spouse's proportionate
share."
michael f bennet,"Daggett Farms
Limited Partnership
Description: 1500 acre family farm
(Marianna, AR) Filer comment: 9.42% limited
partnership"
michael f bennet,"LMD Farms Limited
Partnership
Description: 1500 acre family farm
(Marianna, AR) Filer comment: 8.97% limited
partnership"
michael f bennet,"Continuum Real
Estate Investors 2016, LLC

Company: Continuum Real Estate
Investors 2016, LLC (Denver,
CO) Description: Commercial Real
Estate"
michael f bennet,"Madeira Capital
Investments Limited

Company: Madeira Capital Investments
Limited (Ebene, Muritius
(India)) Description: Private Equity -
Retail"
michael f bennet,"More
Description: Grocery Chain (Ebene,
Muritius (India))"
thomas j ossoff,"Insight
TWI
Company: Insight TWI (London,
UK) Description: Media Production; Television
& Film; Investigative Journalism"
thomas j ossoff,"Edward Jones IRA
Select - Growth Focus
Description: Edward
Jones (Maryland Heights, MO)"
john a barrasso,"Promissory
Note
Company: Wyoming Orthopaedics
Institute, LLC (Casper, WY)"
ron johnson,"Orchard at
Picacho, LLC (0.73% Ownership Interest)
Company: Orchard at Picacho, LLC
(Picacho, AZ) Description: Land
Development"
ron johnson,"Ronald H. and Jane
K. Johnson, LLC (100% Ownership Interest)

Company: Ronald H. and Jane K. Johnson,
LLC (Oshkosh, WI) Description: Commercial rental
real estate"
ron johnson,"Receivable
Company: Ron Johnson for Senate, Inc.
(Washington, DC)"
ron johnson,"SPY - SPDR
S&P 500 ETF
Description: Exchange Traded
Fund (Boston, MA)"
ron johnson,"Pacur,
LLC

Company: Pacur, LLC (Oshkosh,
WI) Description: Manufacturing - Plastic
Extrusion"
ron johnson,"Pacur,
LLC
Company: Pacur, LLC (Oshkosh,
WI) Description: Manufacturing - Plastic
Extrusion"
ron johnson,"Pacur,
LLC
Company: Pacur, LLC (Oshkosh,
WI) Description: Manufacturing - Plastic
Extrusion"
shelley m capito,"Belle Meade
Associates NY, L.P.
Company: Belle Meade Associates NY,
L.P. (New York, NY) Description: Pooled
Investment Fund"
shelley m capito,"Citigroup Capital
Partners II
Company: Citigroup Capital Partners II
(New York, NY) Description: Fund of
funds"
shelley m capito,"CVCIGP II
Company: CVCIGP II U.S. Employees LP
(New York, NY) Description: Fund of
funds"
shelley m capito,"Belle Meade
Associates NT LP
Company: Belle Meade Associates (New
York, NY) Description: Pooled Investment
Fund"
gary c peters,"Meaningful Impact
Consulting LLC
Company: Meaningful Impact Consulting
LLC (Bloomfield Twp,
MI) Description: Consulting"
"joseph manchin, iii","MPM
Properties

Company: MPM Properties (Fairmont, West
Virginia) Description: General Partnership that
owns a piece of real estate"
"joseph manchin, iii","Manchin
Enterprises

Company: Manchin Enterprises (Fairmont,
West Virginia) Description: General Partnership
that own a Commercial Rental property"
"joseph manchin, iii","AA Property
LLC

Company: AA Property LLC (Charleston,
West Virginia) Description: Commercial property
investment and management"
"joseph manchin, iii","A&P,
LLC

Company: A&P, LLC (Fairmont, West
Virginia) Description: Commercial property
investment and management"
"joseph manchin, iii","Farmington
Resources, Inc. - Note Receivable
Company: Farmington Resources, Inc.
(Fairmont, West Virginia)"
"joseph manchin, iii","West Virginia
Growth Investment LLC

Company: West Virginia Growth
Investment LLC (Charleston,
WV) Description: Investment fund formed to
invest in small businesses that operate in and around West
Virginia Filer comment: Total investment in West
Virginia Growth Investment LLC is $15,001 - $50,000. Underlying
assets exceeding $1,000 are reported below."
"joseph manchin, iii","VCalc LLC
Company: VCalc LLC (Frederick,
Maryland) Description: Social media productivity
company that is building a calculator for the web and mobile
devices."
"joseph manchin, iii","PolyPlexx,
LLC
Company: PolyPlexx, LLC (Charleston,
West Virginia) Description: Chemical process
patents"
"joseph manchin, iii","Country Roads
Marine, LLC

Company: Country Road Marine, LLC
(Charleston, West Virginia) Description: Owner
of house boat"
steve daines,"Genesis

Company: Genesis Business Park
(Bozeman, MT) Description: Commercial real
estate"
michael d crapo,"Pharma Partners
LLC

Company: Pharma Partners LLC
(Englewood, Colorado) Description: Funds
research and clinical trials on a new class of drugs,
metalloporphyrins."
michael d crapo,"Biominetix JV
LLC
Company: Biominetix JV LLC (Englewood,
Colorado) Description: Funds research and
clinical trials on a new class of drugs,
metalloporthyrins. Filer comment: Business did not
generate any income."
michael d crapo,"Crapo Enterprises
LLC

Company: Crapo Enterprises LLC
(Bountiful, UT) Description: Business entity
that holds residential property"
michael d crapo,"Crapo Estate
Holdings LLC

Company: Crapo Estate Holdings LLC
(Idaho Falls, ID) Description: Business entity
that holds ranchland"
roger f wicker,"CTECBX -
CTECBX
Description: global asset management
and investment advisory division of Guggenheim
Partners (Chicago, IL)"
jacklyn s rosen,"Rosen Family
Limited Partnership

Company: Rosen Family Limited
Partnership (Henderson,
NV) Description: Investment Entity"
jacklyn s rosen,"Rosen Family
Limited Partnership

Company: Rosen Family Limited
Partnership (Henderson,
NV) Description: Investment Entity"
"angus s king, jr","A WOMAN, A PART
LLC
Company: A WOMAN, A PART LLC (ULSTER
PARK, NY) Description: FILM PRODUCTION
COMPANY Filer comment: .20 NON-VOTING CLASS B
MEMBERSHIP SHARE"
cynthia m lummis,"Land and
cattle
Description: Lummis Livestock Company
LLC (Cheyenne, WY) Filer comment: Income number is
net all expenses."
cynthia m lummis,"Laramie River
Ranch LLC
Description: Ag land (Wheatland,
WY) Filer comment: Livestock grazing."
